Title,Authors,HTML Link,PDF Link,Abstract,Published in,Date of Publication,Page(s),Electronic ISSN,PubMed ID,DOI,DOI Link,Publisher
FireDetXplainer: Decoding Wildfire Detection With Transparency and Explainable AI Insights,Syeda Fiza Rubab; Arslan Abdul Ghaffar; Gyu Sang Choi; ; ; ,https://ieeexplore.ieee.org/document/10486908/,https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=10486908,"Recent analyses by leading national wildfire and emergency monitoring agencies have highlighted an alarming trend: the impact of wildfire devastation has escalated to nearly three times that of a decade ago. To address this challenge, we propose FireDetXplainer (FDX), a robust deep-learning model that enhances the interpretability often lacking in current solutions. FDX employs an innovative approach, combining transfer learning and fine-tuning methodologies with the Learning without Forgetting (LwF) framework. A key aspect of our methodology is the utilization of the pre-trained MobileNetV3 model, renowned for its efficiency in image classification tasks. Through strategic adaptation and augmentation, we have achieved an exceptional classification accuracy of 99.91%. The model is further refined with convolutional blocks and advanced image pre-processing techniques, contributing to this high level of precision. Leveraging diverse datasets from Kaggle and Mendeley, FireDetXplainer incorporates Explainable AI (XAI) tools such as Gradient Weighted Class Activation Map (Grad-CAM) and Local Interpretable Model-Agnostic Explanations (LIME) for comprehensive result interpretation. Our extensive experimental results demonstrate that FireDetXplainer not only outperforms existing state-of-the-art models but does so with remarkable accuracy, making it a highly effective solution for interpretable image classification in wildfire management.",IEEE Access,01 April 2024,52378 - 52389,2169-3536,,10.1109/ACCESS.2024.3383653,https://doi.org/10.1109/ACCESS.2024.3383653,IEEE
Performance Comparison and Visualization of AI-Generated-Image Detection Methods,Daeeol Park; Hyunsik Na; Daeseon Choi; ; ; ,https://ieeexplore.ieee.org/document/10508937/,https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=10508937,"Recent advancements in artificial intelligence (AI) have revolutionized the field of image generation. This has concurrently escalated social problems and concerns related to AI image generation, underscoring the necessity for an effective AI-generated-image detection method. Therefore, numerous methods for detecting AI-generated images have been developed, but there remains a need for research comparing the effectiveness of and visualizing these detection methods. In this study, we classify AI-generated-image detection methods by the image features they use and compare their generalization performance in detecting AI-generated images of different types. We selected five AI-generated-image detection methods for performance evaluation and selected vision transformer as an additional method for comparison. We use two types of training datasets, i.e., ProGAN and latent diffusion; combine existing AI-generated-image test datasets into a diverse test dataset; and divide them into three types of generative models, i.e., generative adversarial network (GAN), diffusion, and transformer, to evaluate the comprehensive performance of the detection methods. We also analyze their detection performance on images with data augmentation, considering scenarios that make it difficult to detect AI-generated images. Grad-CAM and t-SNE are used to visualize the detection area and data distribution of each detection method. As a result, we determine that artifact-feature-based detection performs well on GAN and real images, whereas image-encoder-feature-based detection performs well on diffusion and transformer images. In summary, our research analyzes the comparative detection performance of various AI-generated-image detection methods, identifies their limitations, and suggests directions for further research.",IEEE Access,26 April 2024,62609 - 62627,2169-3536,,10.1109/ACCESS.2024.3394250,https://doi.org/10.1109/ACCESS.2024.3394250,IEEE
Problems With SHAP and LIME in Interpretable AI for Education: A Comparative Study of Post-Hoc Explanations and Neural-Symbolic Rule Extraction,Danial Hooshyar; Yeongwook Yang; ; ,https://ieeexplore.ieee.org/document/10684198/,https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=10684198,"Given that education is classified as a ‘high-risk’ domain under regulatory frameworks like the EU AI Act, ensuring accurate and trustworthy interpretability in educational AI applications is critical due to its profound impact on student learning and development. This study compares a knowledge-based artificial neural network (KBANN) with a conventional artificial neural network (ANN) in the context of educational predictive modeling, focusing on generalizability, interpretability, and the fidelity of post-hoc explanations. While both models demonstrate comparable predictive performance, KBANN uniquely integrates structured educational knowledge, aligning more closely with essential educational principles and causal relationships. Post-hoc explanation methods, such as Kernel SHAP, Permutation SHAP, and LIME, were applied to the ANN to interpret its decision-making process, revealing significant variability in the assessment of feature importance. Through simulations based on the extracted rules from KBANN, we further examined the fidelity and reliability of these methods. Our findings, from global feature importance and correlation analyses, showed that post-hoc methods often fail to accurately reflect the structured knowledge learned by the model, misattributing importance to less relevant features. This misalignment and the resultant discrepancies in feature interpretation raise concerns about the reliability of these explanations, suggesting they may not always provide a trustworthy or accurate basis for understanding the predictive models. Finally, KBANN’s rule extraction achieved significantly lower computation times compared to post-hoc methods, highlighting its practical efficiency. These findings collectively underscore the limitations of post-hoc explanation methods in conveying the true reasons behind model predictions, urging caution among stakeholders and researchers when using these methods for interpretability in AI for education.",IEEE Access,19 September 2024,137472 - 137490,2169-3536,,10.1109/ACCESS.2024.3463948,https://doi.org/10.1109/ACCESS.2024.3463948,IEEE
Mobility AI Agents and Networks,Haoxuan Ma; Yifan Liu; Qinhua Jiang; Brian Yueshuai He; Xishun Liao; Jiaqi Ma; ; ; ; ; ; ,https://ieeexplore.ieee.org/document/10664547/,https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=10664547,"Intelligent vehicles and smart mobility systems are at the forefront of transportation evolution, yet effective management of these new mobility technologies and services are non-trivial. This perspective presents an Intelligent Mobility System Digital Twin (MSDT) framework as a solution. Our framework uniquely maps human beings and vehicles to AI agents, and the mobility systems to AI networks, creating realistic digital simulacra of the physical mobility system. By integrating AI agents and AI networks, this framework offers unprecedented capabilities in prediction and automated simulation of the entire mobility systems, thereby improving planning, operations, and decision-making in smart cities.",IEEE Transactions on Intelligent Vehicles,04 September 2024,5124 - 5129,,,10.1109/TIV.2024.3454285,https://doi.org/10.1109/TIV.2024.3454285,IEEE
How to Regulate Large Language Models for Responsible AI,J. Berengueres; ,https://ieeexplore.ieee.org/document/10536000/,https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=10536000,"Large Language Models (LLMs) are predictive probabilistic models capable of passing several professional tests at a level comparable to humans. However, these capabilities come with ethical concerns. Ethical oversights in several LLM-based products include: (i) a lack of content or source attribution, and (ii) a lack of transparency in what was used to train the model. This paper identifies four touchpoints where ethical safeguards can be applied to realize a more responsible AI in LLMs. The key finding is that applying safeguards before the training occurs aligns with established engineering practices of addressing issues at the source. However, this approach is currently shunned. Finally, historical parallels are drawn with the U.S. automobile industry, which initially resisted safety regulations but later embraced them once consumer attitudes evolved.",IEEE Transactions on Technology and Society,21 May 2024,191 - 197,2637-6415,,10.1109/TTS.2024.3403681,https://doi.org/10.1109/TTS.2024.3403681,IEEE
GenNI: Human-AI Collaboration for Data-Backed Text Generation,Hendrik Strobelt; Jambay Kinley; Robert Krueger; Johanna Beyer; Hanspeter Pfister; Alexander M. Rush; ; ; ; ; ; ,https://ieeexplore.ieee.org/document/9552430/,https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9552430,"Table2Text systems generate textual output based on structured data utilizing machine learning. These systems are essential for fluent natural language interfaces in tools such as virtual assistants; however, left to generate freely these ML systems often produce misleading or unexpected outputs. GenNI (Generation Negotiation Interface) is an interactive visual system for high-level human-AI collaboration in producing descriptive text. The tool utilizes a deep learning model designed with explicit control states. These controls allow users to globally constrain model generations, without sacrificing the representation power of the deep learning models. The visual interface makes it possible for users to interact with AI systems following a Refine-Forecast paradigm to ensure that the generation system acts in a manner human users find suitable. We report multiple use cases on two experiments that improve over uncontrolled generation approaches, while at the same time providing fine-grained control. A demo and source code are available at https://genni.vizhub.ai.",IEEE Transactions on Visualization and Computer Graphics,29 September 2021,1106 - 1116,,34587072,10.1109/TVCG.2021.3114845,https://doi.org/10.1109/TVCG.2021.3114845,IEEE
Leveraging Human-AI Collaboration in Crowd-Powered Source Search: A Preliminary Study,,https://ieeexplore.ieee.org/document/10241351/,https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=10241351,"Source search is an important problem in our society, relating to finding fire sources, gas sources, or signal sources. Particularly, in an unexplored and potentially dangerous environment, an autonomous source search algorithm that employs robotic searchers is usually applied to address the problem. Such environments could be completely unknown and highly complex. Therefore, novel search algorithms have been designed, combining heuristic methods and intelligent optimization, to tackle search problems in large and complex search spaces. However, these intelligent search algorithms were not designed to address completeness and optimality, and therefore commonly suffer from the problems such as local optimums or endless loops. Recent studies have used crowd-powered systems to address the complex problems that cannot be solved by machines on their own. While leveraging human intelligence in an AI system has been shown to be effective in making the system more reliable, whether using the power of the crowd can improve autonomous source search algorithms remains unanswered. To this end, we propose a crowd-powered source search approach enabling human-AI collaboration, which uses human intelligence as external supports to improve existing search algorithms and meanwhile reduces human efforts using AI predictions. Furthermore, we designed a crowd-powered prototype system and carried out an experiment with both experts and non-experts, to complete 200 source search scenarios (704 crowdsourcing tasks). Quantitative and qualitative analysis showed that the sourcing search algorithm enhanced by crowd could achieve both high effectiveness and efficiency. Our work provides valuable insights in human-AI collaborative system design.",Journal of Social Computing,June 2023,95 - 111,2688-5255,,10.23919/JSC.2023.0002,https://doi.org/10.23919/JSC.2023.0002,TUP
Likelihood of Questioning AI-Based Recommendations Due to Perceived Racial/Gender Bias,Carlos M. Parra; Manjul Gupta; Denis Dennehy; ; ; ,https://ieeexplore.ieee.org/document/9576526/,https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9576526,"Advances in artificial intelligence (AI) are giving rise to a multitude of AI-embedded technologies that are increasingly impacting all aspects of modern society. Yet, there is a paucity of rigorous research that advances understanding of when, and which type of, individuals are more likely to question AI-based recommendations due to perceived racial and gender bias. This study, which is part of a larger research stream contributes to knowledge by using a scenario-based survey that was issued to a sample of 387 U.S. participants. The findings suggest that considering perceived racial and gender bias, human resource (HR) recruitment and financial product/service procurement scenarios exhibit a higher questioning likelihood. Meanwhile, the healthcare scenario presents the lowest questioning likelihood. Furthermore, in the context of this study, U.S. participants tend to be more susceptible to questioning AI-based recommendations due to perceived racial bias rather than gender bias.",IEEE Transactions on Technology and Society,15 October 2021,41 - 45,2637-6415,,10.1109/TTS.2021.3120303,https://doi.org/10.1109/TTS.2021.3120303,IEEE
CIFAKE: Image Classification and Explainable Identification of AI-Generated Synthetic Images,Jordan J. Bird; Ahmad Lotfi; ; ,https://ieeexplore.ieee.org/document/10409290/,https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=10409290,"Recent advances in synthetic data have enabled the generation of images with such high quality that human beings cannot distinguish the difference between real-life photographs and Artificial Intelligence (AI) generated images. Given the critical necessity of data reliability and authentication, this article proposes to enhance our ability to recognise AI-generated images through computer vision. Initially, a synthetic dataset is generated that mirrors the ten classes of the already available CIFAR-10 dataset with latent diffusion, providing a contrasting set of images for comparison to real photographs. The model is capable of generating complex visual attributes, such as photorealistic reflections in water. The two sets of data present as a binary classification problem with regard to whether the photograph is real or generated by AI. This study then proposes the use of a Convolutional Neural Network (CNN) to classify the images into two categories; Real or Fake. Following hyperparameter tuning and the training of 36 individual network topologies, the optimal approach could correctly classify the images with 92.98% accuracy. Finally, this study implements explainable AI via Gradient Class Activation Mapping to explore which features within the images are useful for classification. Interpretation reveals interesting concepts within the image, in particular, noting that the actual entity itself does not hold useful information for classification; instead, the model focuses on small visual imperfections in the background of the images. The complete dataset engineered for this study, referred to as the CIFAKE dataset, is made publicly available to the research community for future work.",IEEE Access,19 January 2024,15642 - 15650,2169-3536,,10.1109/ACCESS.2024.3356122,https://doi.org/10.1109/ACCESS.2024.3356122,IEEE
Towards Explainable AI for Channel Estimation in Wireless Communications,Abdul Karim Gizzini; Yahia Medjahdi; Ali J. Ghandour; Laurent Clavier; ; ; ; ,https://ieeexplore.ieee.org/document/10368353/,https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=10368353,"Research into 6G networks has been initiated to support a variety of critical artificial intelligence (AI) assisted applications such as autonomous driving. In such applications, AI-based decisions should be performed in a real-time manner. These decisions include resource allocation, localization, channel estimation, etc. Considering the black-box nature of existing AI-based models, it is highly challenging to understand and trust the decision-making behavior of such models. Therefore, explaining the logic behind those models through explainable AI (XAI) techniques is essential for their employment in critical applications. This manuscript proposes a novel XAI-based channel estimation (XAI-CHEST) scheme that provides detailed reasonable interpretability of the deep learning (DL) models that are employed in doubly-selective channel estimation. The aim of the proposed XAI-CHEST scheme is to identify the relevant model inputs by inducing high noise on the irrelevant ones. As a result, the behavior of the studied DL-based channel estimators can be further analyzed and evaluated based on the generated interpretations. Simulation results show that the proposed XAI-CHEST scheme provides valid interpretations of the DL-based channel estimators for different scenarios.",IEEE Transactions on Vehicular Technology,21 December 2023,7389 - 7394,,,10.1109/TVT.2023.3345632,https://doi.org/10.1109/TVT.2023.3345632,IEEE
AI World Cup: Robot-Soccer-Based Competitions,Chansol Hong; Inbae Jeong; Luiz Felipe Vecchietti; Dongsoo Har; Jong-Hwan Kim; ; ; ; ; ,https://ieeexplore.ieee.org/document/9376289/,https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9376289,"Games have been used as excellent testbeds for research on artificial intelligence (AI) and computational intelligence for their diversity and complexity. In this article, we present AI World Cup, a set of AI competitions based on the game of soccer. We provide an introduction to the three challenges that concern a robot soccer match using both value-based and image-based state representations. AI Soccer runs the robot soccer match by participants managing each team of five two-wheeled robots. AI Commentator and AI Reporter observe the AI Soccer match and output real-time commentary and a summary article, respectively. Also, we introduce the AI World Cup platform along with rationale behind notable design choices. The official international AI World Cups held in 2018 and 2019 and the AI Masters competition held in 2019 as a part of the World Cyber Games are briefly discussed. Technical aspects of the strategies developed by participants are also discussed.",IEEE Transactions on Games,11 March 2021,330 - 341,,,10.1109/TG.2021.3065410,https://doi.org/10.1109/TG.2021.3065410,IEEE
Effective and Diverse Adaptive Game AI,IstvÁn Szita; Marc Ponsen; Pieter Spronck; ; ; ,https://ieeexplore.ieee.org/document/4804734/,https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=4804734,"Adaptive techniques tend to converge to a single optimum. For adaptive game AI, such convergence is often undesirable, as repetitive game AI is considered to be uninteresting for players. In this paper, we propose a method for automatically learning diverse but effective macros that can be used as components of adaptive game AI scripts. Macros are learned by a cross-entropy method (CEM). This is a selection-based optimization method that, in our experiments, maximizes an interestingness measure. We demonstrate the approach in a computer role-playing game (CRPG) simulation with two duelling wizards, one of which is controlled by an adaptive game AI technique called “dynamic scripting.” Our results show that the macros that we learned manage to increase both adaptivity and diversity of the scripts generated by dynamic scripting, while retaining playing strength.",IEEE Transactions on Computational Intelligence and AI in Games,24 March 2009,16 - 27,,,10.1109/TCIAIG.2009.2018706,https://doi.org/10.1109/TCIAIG.2009.2018706,IEEE
"AI-assisted superresolution cosmological simulations – II. Halo substructures, velocities, and higher order statistics",,https://ieeexplore.ieee.org/document/9584091/,https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9584091,"In this work, we expand and test the capabilities of our recently developed superresolution (SR) model to generate high-resolution (HR) realizations of the full phase-space matter distribution, including both displacement and velocity, from computationally cheap low-resolution (LR) cosmological N-body simulations. The SR model enhances the simulation resolution by generating 512 times more tracer particles, extending into the deeply nonlinear regime where complex structure formation processes take place. We validate the SR model by deploying the model in 10 test simulations of box size 100 h −1  Mpc, and examine the matter power spectra, bispectra, and two-dimensional power spectra in redshift space. We find the generated SR field matches the true HR result at per cent level down to scales of k ∼ 10 h  Mpc −1 . We also identify and inspect dark matter haloes and their substructures. Our SR model generates visually authentic small-scale structures that cannot be resolved by the LR input, and are in good statistical agreement with the real HR results. The SR model performs satisfactorily on the halo occupation distribution, halo correlations in both real and redshift space, and the pairwise velocity distribution, matching the HR results with comparable scatter, thus demonstrating its potential in making mock halo catalogues. The SR technique can be a powerful and promising tool for modelling small-scale galaxy formation physics in large cosmological volumes.",Monthly Notices of the Royal Astronomical Society,July 2021,1021 - 1033,,,10.1093/mnras/stab2113,https://doi.org/10.1093/mnras/stab2113,OUP
Wireless Capsule Endoscopy Image Classification: An Explainable AI Approach,Dara Varam; Rohan Mitra; Meriam Mkadmi; Radi Aman Riyas; Diaa Addeen Abuhani; Salam Dhou; Ayman Alzaatreh; ; ; ; ; ; ; ,https://ieeexplore.ieee.org/document/10262261/,https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=10262261,"Deep Learning has contributed significantly to the advances made in the fields of Medical Imaging and Computer Aided Diagnosis (CAD). Although a variety of Deep Learning (DL) models exist for the purposes of image classification in the medical domain, more analysis needs to be conducted on their decision-making processes. For this reason, several novel Explainable AI (XAI) techniques have been proposed in recent years to better understand DL models. Currently, medical professionals rely on visual inspections to diagnose potential diseases in endoscopic imaging in the preliminary stages. However, we believe that the use of automated systems can enhance both the efficiency for such diagnoses. The aim of this study is to increase the reliability of model predictions within the field of endoscopic imaging by implementing several transfer learning models on a balanced subset of Kvasir-capsule, a Wireless Capsule Endoscopy imaging dataset. This subset includes the top 9 classes of the dataset for training and testing. The results obtained were an F1-score of 97% ±1% for the Vision Transformer model, although other models such as MobileNetv3Large and ResNet152v2 were also able to achieve F1-scores of over 90%. These are currently the highest-reported metrics on this data, improving upon prior studies done on the same dataset. The heatmaps of several XAI techniques, including GradCAM, GradCAM++, LayersCAM, LIME, and SHAP have been presented in image form and evaluated according to their highlighted regions of importance. This is in an effort to better understand the decisions of the top-performing DL models and look beyond their black-box nature.",IEEE Access,25 September 2023,105262 - 105280,2169-3536,,10.1109/ACCESS.2023.3319068,https://doi.org/10.1109/ACCESS.2023.3319068,IEEE
Toward Transparent Load Disaggregation—A Framework for Quantitative Evaluation of Explainability Using Explainable AI,Djordje Batic; Vladimir Stankovic; Lina Stankovic; ; ; ,https://ieeexplore.ieee.org/document/10198359/,https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=10198359,"Load Disaggregation, or Non-intrusive Load Monitoring (NILM), refers to the process of estimating energy consumption of individual domestic appliances from aggregated household consumption. Recently, Deep Learning (DL) approaches have seen increased adoption in NILM community. However, DL NILM models are often treated as black-box algorithms, which introduces algorithmic transparency and explainability concerns, hindering wider adoption. Recent works have investigated explainability of DL NILM, however they are limited to computationally expensive methods or simple classification problems. In this work, we present a methodology for explainability of regression-based DL NILM with visual explanations, using explainable AI (XAI). Two explainability levels are provided. Sequence-level explanations highlight important features of predicted time-series sequence of interest, while point-level explanations enable visualising explanations at a point in time. To facilitate wider adoption of XAI, we define desirable properties of NILM explanations - faithfulness, robustness and effective complexity. Addressing the limitation of existing XAI NILM approaches that don’t assess the quality of explanations, desirable properties of explanations are used for quantitative evaluation of explainability. We show that proposed framework enables better understanding of NILM outputs and helps improve design by providing a visualization strategy and rigorous evaluation of quality of XAI methods, leading to transparency of outcomes.",IEEE Transactions on Consumer Electronics,01 August 2023,4345 - 4356,,,10.1109/TCE.2023.3300530,https://doi.org/10.1109/TCE.2023.3300530,IEEE
Secure Explainable-AI Approach for Brake Faults Prediction in Heavy Transport,Muhammad Ahmad Khan; Maqbool Khan; Hussain Dawood; Hassan Dawood; Ali Daud; ; ; ; ; ,https://ieeexplore.ieee.org/document/10638039/,https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=10638039,"Ensuring the safety of vehicles requires the critical responsibility of diagnosing and correcting brake faults. Implementing this proactive measure to address brake faults not only ensures the protection of lives but also enhances the efficiency and cost-effectiveness of repair processes conducted on-site. Machine learning technology has recently contributed to a significant rise in the popularity of predictive maintenance. The objective of this study is to provide a method for identifying issues with the air pressure system (APS) of air brake systems in heavy-duty vehicles. The data obtained by sensors has been used to analyse the APS failure in this Scania Truck. After examining numerous classification methods, Random Forest was determined to have the greatest performance, with a classification accuracy of 99.4%. Moreover, the implementation of eXplainable Artificial Intelligence has included the use of SHapley Additive exPlanation (SHAP) and Local Interpretable Model-agnostic Explanations (LIME) to provide explanations for the contributions of features in model predictions. We picked 20 features from the wheel speed sensor data received from several Internet of Things (IoTs) sensors, which significantly influenced our final selection. By repeatedly applying random forest to these 20 features, we achieved the same degree of accuracy as previously. Consequently, our suggested approach used a reduced amount of computer resources and was less intricate to execute in terms of calculation.",IEEE Access,16 August 2024,114940 - 114950,2169-3536,,10.1109/ACCESS.2024.3444907,https://doi.org/10.1109/ACCESS.2024.3444907,IEEE
Computational Intelligence and AI in Games: A New IEEE Transactions,Simon M. Lucas; ,https://ieeexplore.ieee.org/document/4907351/,https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=4907351,"The author first provides an overview of computational intelligence and AI in games. Then he describes the new IEEE Transactions, which will publish archival quality original papers in all aspects of computational intelligence and AI related to all types of games. To name some examples, these include computer and video games, board games, card games, mathematical games, games that model economies or societies, serious games with educational and training applications, and games involving physical objects such as robot football and robotic car racing. Emphasis will also be placed on the use of these methods to improve performance in, and understanding of, the dynamics of games, as well as gaining insight into the properties of the methods as applied to games. It will also include using games as a platform for building intelligent embedded agents for real-world applications. The journal builds on a scientific community that has already been active in recent years with the development of new conference series such as the IEEE Symposium on Computational Intelligence in Games (CIG) and Artificial Intelligence and Interactive Digital Entertainment (AIIDE), as well as special issues on games in journals such as the IEEE Transactions on Evolutionary Computation. When setting up the journal, a decision was made to include both artificial intelligence (AI) and computational intelligence (CI) in the title. AI seeks to simulate intelligent behavior in any way that can be programmed effectively. Some see the field of AI as being all-inclusive, while others argue that there is nothing artificial about real intelligence as exhibited by higher mammals.",IEEE Transactions on Computational Intelligence and AI in Games,02 May 2009,1 - 3,,,10.1109/TCIAIG.2009.2021433,https://doi.org/10.1109/TCIAIG.2009.2021433,IEEE
Towards Human-Centered Explainable AI: A Survey of User Studies for Model Explanations,Yao Rong; Tobias Leemann; Thai-Trang Nguyen; Lisa Fiedler; Peizhu Qian; Vaibhav Unhelkar; Tina Seidel; Gjergji Kasneci; Enkelejda Kasneci; ; ; ; ; ; ; ; ; ,https://ieeexplore.ieee.org/document/10316181/,https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=10316181,"Explainable AI (XAI) is widely viewed as a sine qua non for ever-expanding AI research. A better understanding of the needs of XAI users, as well as human-centered evaluations of explainable models are both a necessity and a challenge. In this paper, we explore how human-computer interaction (HCI) and AI researchers conduct user studies in XAI applications based on a systematic literature review. After identifying and thoroughly analyzing 97 core papers with human-based XAI evaluations over the past five years, we categorize them along the measured characteristics of explanatory methods, namely trust, understanding, usability , and human-AI collaboration performance . Our research shows that XAI is spreading more rapidly in certain application domains, such as recommender systems than in others, but that user evaluations are still rather sparse and incorporate hardly any insights from cognitive or social sciences. Based on a comprehensive discussion of best practices, i.e., common models, design choices, and measures in user studies, we propose practical guidelines on designing and conducting user studies for XAI researchers and practitioners. Lastly, this survey also highlights several open research directions, particularly linking psychological science and human-centered XAI.",IEEE Transactions on Pattern Analysis and Machine Intelligence,13 November 2023,2104 - 2122,,37956008,10.1109/TPAMI.2023.3331846,https://doi.org/10.1109/TPAMI.2023.3331846,IEEE
On the Intersection of Explainable and Reliable AI for Physical Fatigue Prediction,Sara Narteni; Vanessa Orani; Enrico Cambiaso; Matteo Rucco; Maurizio Mongelli; ; ; ; ; ,https://ieeexplore.ieee.org/document/9831436/,https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9831436,"In the era of Industry 4.0, the use of Artificial Intelligence (AI) is widespread in occupational settings. Since dealing with human safety, explainability and trustworthiness of AI are even more important than achieving high accuracy. eXplainable AI (XAI) is investigated in this paper to detect physical fatigue during manual material handling task simulation. Besides comparing global rule-based XAI models (LLM and DT) to black-box models (NN, SVM, XGBoost) in terms of performance, we also compare global models with local ones (LIME over XGBoost). Surprisingly, global and local approaches achieve similar conclusions, in terms of feature importance. Moreover, an expansion from local rules to global rules is designed for Anchors, by posing an appropriate optimization method (Anchors coverage is enlarged from an original low value, 11%, up to 43%). As far as trustworthiness is concerned, rule sensitivity analysis drives the identification of optimized regions in the feature space, where physical fatigue is predicted with zero statistical error. The discovery of such “non-fatigue regions” helps certifying the organizational and clinical decision making.",IEEE Access,18 July 2022,76243 - 76260,2169-3536,,10.1109/ACCESS.2022.3191907,https://doi.org/10.1109/ACCESS.2022.3191907,IEEE
Designing Hybrid Human–AI Orchestration Tools for Individual and Collaborative Activities: A Technology Probe Study,Vanessa Echeverria; Kexin Yang; LuEttaMae Lawrence; Nikol Rummel; Vincent Aleven; ; ; ; ; ,https://ieeexplore.ieee.org/document/10050813/,https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=10050813,"Combining individual and collaborative learning is common, but dynamic combinations (which happen as-the-need arises, rather than in preplanned ways, and may happen on an individual basis) are rare. This work reports findings from a technology probe study exploring alternative designs for classroom co-orchestration support for dynamically transitioning between individual and collaborative learning. The study involved 1) a technology-probe classroom study in an authentic, AI-supported classroom to understand teachers' and students' needs for co-orchestration support over dynamic transitions; and 2) workshops and interviews with students and teachers to get informed feedback about their lived experiences. About 118 students and 3 teachers from a middle school in the US experienced a pairing policy—student, teacher, and AI-controlled pairing policy—(i.e., identifying students needing help and potential helpers) for switching from individual to a peer-tutoring activity. This work aims to answer the following questions: 1) How did students and teachers react to these pairing policies? and 2) What are students' and teachers' desires for sharing control over the orchestration of dynamic transitions? Findings suggest the need for a form of hybrid control between students, teachers, and AI systems over transitions, as well as for adaptivity and adaptability for different classroom characteristics, teachers, and students' prior knowledge.",IEEE Transactions on Learning Technologies,23 February 2023,191 - 205,,,10.1109/TLT.2023.3248155,https://doi.org/10.1109/TLT.2023.3248155,IEEE
LCNN: Lightweight CNN Architecture for Software Defect Feature Identification Using Explainable AI,Momotaz Begum; Mehedi Hasan Shuvo; Mostofa Kamal Nasir; Amran Hossain; Mohammad Jakir Hossain; Imran Ashraf; Jia Uddin; Md. Abdus Samad; ; ; ; ; ; ; ; ,https://ieeexplore.ieee.org/document/10499820/,https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=10499820,"Software defect identification (SDI) is a key part of improving the quality of software projects and lowering the risks that along with maintenance. It does identify the software defect causes that have not been reached yet to get sufficient results. On the other hand, many researchers have recently developed several models, including NN, ML, DL, advanced CNN, and LSTM, to enhance the effectiveness of defect prediction. Due to an insufficient dataset size, repeated investigations, and no longer appropriate baseline selection, the research on the CNN model was unable to produce reliable results. In addition, XAI a well-known explainability approach creates deep models in computer vision, as well as successfully handles the software defect prediction that is easy for humans to understand. To address these issues, firstly we have used SMOTE for preprocessing which was collected from the NASA repository; categorical and numerical data. Secondly, we have experimented with software defect prediction using 1D-CNN and 2D-CNN named lightweight CNN (LCNN). Subsequently, evaluation we have employed a 100-repetition holdout validation. For the cross-validation setup, we utilized the 1D-CNN model was
20×1
, and for the 2D-CNN model, it was
4×5×1
. After that, the results of the experiment were compared and assessed in terms of accuracy, MSE, and AUC. The result shows that 2D-CNN shows 1.36% better contrast with 1D-CNN. Thirdly, we have conducted research on the identification of software defect features via LIME and SHAP in XAI stand as state-of-the-art techniques. However, we cannot use 2D-CNN because it involves more complex relationships, making it challenging to create transparent explanations. That is why we have realized that 1D-CNN will superior result to explain the root cause of software feature identifications. Finally, LIME provides accurate visualization of software defect features in contrast with SHAP, as well as it helps the stakeholde...",IEEE Access,16 April 2024,55744 - 55756,2169-3536,,10.1109/ACCESS.2024.3388489,https://doi.org/10.1109/ACCESS.2024.3388489,IEEE
