_id,title,keywords[0],keywords[1],keywords[2],keywords[3],keywords[4],keywords[5],keywords[6],authors[0],authors[1],authors[2],authors[3],authors[4],authors[5],authors[6],universeties[0],universeties[1],universeties[2],universeties[3],universeties[4],universeties[5],universeties[6],countries[0],countries[1],countries[2],countries[3],countries[4],countries[5],countries[6],year,month,journal,doi,issn,quartile,_class
655a69be7113e57eea0dff67,Transaction Throughput Provisioning Technique for Blockchain-Based Industrial IoT Networks, Blockchain, Throughput, Aging, Real-time systems, Cryptocurrency,,,Fuad Shamieh,Xianbin Wang,Ahmed Refaey Hussein,,,,,"Department of Electrical and Computer Engineering, The University of Western Ontario, London, ON, Canada",,,,,,,Canada,,,,,,,2020,August,IEEE,10.1109/TNSE.2020.3017389,2327-4697,Q2,ma.ac.fstt.scrapingwithselenium.models.ArticleDetails
655a69c17113e57eea0dff68,Blockchain Storage and Computation Offloading for Cooperative Mobile-Edge Computing, Blockchain, Games, Task analysis, Computational modeling, Servers, Internet of Things, Data mining,Yiping Zuo,Shi Jin,Shengli Zhang,Yan Zhang,,,,"National Mobile Communications Research Laboratory, Southeast University, Nanjing, China","College of Information Engineering, Shenzhen University, Shenzhen, China","Department of Informatics and the Simula Metropolitan Center for Digital Engineering, University of Oslo, Oslo, Norway",,,,,Norway,China,,,,,,2021,February,IEEE,10.1109/JIOT.2021.3056656,2327-4662,Q1,ma.ac.fstt.scrapingwithselenium.models.ArticleDetails
655a69cb7113e57eea0dff69,Blockchain-Enabled Approach for Big Data Processing in Edge Computing, Blockchains, Edge computing, Security, Big Data, Protocols, Computer architecture, Internet of Things,Khikmatullo Tulkinbekov,Deok-Hwan Kim,,,,,,"Department of Electrical and Computer Engineering, Inha University, Incheon, South Korea","Department of Electronics Engineering, Inha University, Incheon, South Korea",,,,,,South Korea,,,,,,,2022,March,IEEE,10.1109/JIOT.2022.3160838,2327-4662,Q1,ma.ac.fstt.scrapingwithselenium.models.ArticleDetails
655a69dd7113e57eea0dff6a,Blockchain-Enabled Approach for Big Data Processing in Edge Computing, Blockchains, Edge computing, Security, Big Data, Protocols, Computer architecture, Internet of Things,Khikmatullo Tulkinbekov,Deok-Hwan Kim,,,,,,"Department of Electrical and Computer Engineering, Inha University, Incheon, South Korea","Department of Electronics Engineering, Inha University, Incheon, South Korea",,,,,,South Korea,,,,,,,2022,March,IEEE,10.1109/JIOT.2022.3160838,2327-4662,Q1,ma.ac.fstt.scrapingwithselenium.models.ArticleDetails
655a69e07113e57eea0dff6b,Linear Elliptical Curve Digital Signature (LECDS) With Blockchain Approach for Enhanced Security on Cloud Server, Blockchains, Distributed ledger, Cloud computing, Security, Cryptography, Servers, Fabrics,B. Sowmiya,E. Poovammal,Kadiyala Ramana,Saurabh Singh,Byungun Yoon,,,"Department of Industrial and Systems Engineering, Dongguk University, Seoul, South Korea","Department of Artificial Intelligence and Data Science, Annamacharya Institute of Technology and Sciences (AITS), Rajampet, India","School of Computing, SRM Institute of Science and Technology, Tamil Nadu, Chennai, India",,,,,South Korea,India,,,,,,2021,September,IEEE,10.1109/ACCESS.2021.3115238,2169-3536,Q1,ma.ac.fstt.scrapingwithselenium.models.ArticleDetails
655a69ea7113e57eea0dff6c,"Blockchain Storage, Computation Offloading, and User Association for Heterogeneous Cellular Networks", Blockchains, Task analysis, Servers, Computational modeling, 6G mobile communication, Relays, Internet of Things,Yiping Zuo,Shi Jin,Shengli Zhang,,,,,"National Mobile Communications Research Laboratory, Southeast University, Nanjing, China","College of Information Engineering, Shenzhen University, Shenzhen, China",,,,,,China,,,,,,,2021,September,IEEE,10.1109/JIOT.2021.3113366,2327-4662,Q1,ma.ac.fstt.scrapingwithselenium.models.ArticleDetails
655a69fb7113e57eea0dff6d,"Blockchain Storage, Computation Offloading, and User Association for Heterogeneous Cellular Networks", Blockchains, Task analysis, Servers, Computational modeling, 6G mobile communication, Relays, Internet of Things,Yiping Zuo,Shi Jin,Shengli Zhang,,,,,"National Mobile Communications Research Laboratory, Southeast University, Nanjing, China","College of Information Engineering, Shenzhen University, Shenzhen, China",,,,,,China,,,,,,,2021,September,IEEE,10.1109/JIOT.2021.3113366,2327-4662,Q1,ma.ac.fstt.scrapingwithselenium.models.ArticleDetails
655a69fd7113e57eea0dff6e,Blockchain-Based Privacy-Preserving and Sustainable Data Query Service Over 5G-VANETs, Blockchains, Streaming media, 5G mobile communication, Cryptography, Smart contracts, Servers, Encryption,Lo-Yao Yeh,Nong-Xiang Shen,Ren-Hung Hwang,,,,,"Department of Computer Science Information Engineering, National Chung Cheng University, Chiayi, Taiwan","Department of Information Management, National Central University, Taoyuan, Taiwan",,,,,,Taiwan,,,,,,,2022,February,IEEE,10.1109/TITS.2022.3146322,1558-0016,Q2,ma.ac.fstt.scrapingwithselenium.models.ArticleDetails
655a6a087113e57eea0dff6f,Blockchain for Secure-GaS: Blockchain-Powered Secure Natural Gas IoT System With AI-Enabled Gas Prediction and Transaction in Smart City,,,,,,,,Wenjing Xiao,Chen Liu,Haoquan Wang,Ming Zhou,M. Shamim Hossain,Mubarak Alrashoud,Ghulam Muhammad,"Chair of Smart Technologies, College of Computer and Information Sciences, King Saud University, Riyadh, Saudi Arabia","Chair of Smart Technologies, King Saud University, Riyadh, Saudi Arabia","Department of Computer Engineering, College of Computer and Information Sciences, King Saud University, Riyadh, Saudi Arabia","School of Business, Trinity Western University, Langley, Canada","Coinchain Capital Inc., Richmond, Canada","Institute of New Energy, Wuhan, China","School of Computer Science and Technology, Huazhong University of Science and Technology, Wuhan, China",Saudi Arabia,Canada,China,,,,,2020,October,IEEE,10.1109/JIOT.2020.3028773,2327-4662,Q1,ma.ac.fstt.scrapingwithselenium.models.ArticleDetails
655a6a197113e57eea0dff70,Blockchain for Secure-GaS: Blockchain-Powered Secure Natural Gas IoT System With AI-Enabled Gas Prediction and Transaction in Smart City, Natural gas, Contracts, Data models, Monitoring, Internet of Things, Smart cities,,Wenjing Xiao,Chen Liu,Haoquan Wang,Ming Zhou,M. Shamim Hossain,Mubarak Alrashoud,Ghulam Muhammad,"Chair of Smart Technologies, College of Computer and Information Sciences, King Saud University, Riyadh, Saudi Arabia","Chair of Smart Technologies, King Saud University, Riyadh, Saudi Arabia","Department of Computer Engineering, College of Computer and Information Sciences, King Saud University, Riyadh, Saudi Arabia","School of Business, Trinity Western University, Langley, Canada","Coinchain Capital Inc., Richmond, Canada","Institute of New Energy, Wuhan, China","School of Computer Science and Technology, Huazhong University of Science and Technology, Wuhan, China",Saudi Arabia,Canada,China,,,,,2020,October,IEEE,10.1109/JIOT.2020.3028773,2327-4662,Q1,ma.ac.fstt.scrapingwithselenium.models.ArticleDetails
655a6a1c7113e57eea0dff71,Incentivizing Proof-of-Stake Blockchain for Secured Data Collection in UAV-Assisted IoT: A Multi-Agent Reinforcement Learning Approach, Internet of Things, Blockchains, Data collection, Security, Autonomous aerial vehicles, Performance evaluation, Investment,Xiao Tang,Xunqiang Lan,Lixin Li,Yan Zhang,Zhu Han,,,"Department of Informatics, University of Oslo, Oslo, Norway","Department of Electrical and Computer Engineering, University of Houston, Houston, TX, USA","School of Electronics and Information, Northwestern Polytechinical University, Xi’an, China",,,,,USA,Norway,China,,,,,2022,October,IEEE,10.1109/JSAC.2022.3213360,1558-0008,,ma.ac.fstt.scrapingwithselenium.models.Article
655a6a277113e57eea0dff72,Systematic Review of Security Vulnerabilities in Ethereum Blockchain Smart Contract, Smart contracts, Blockchains, Security, Codes, Libraries, Systematics, Programming,Satpal Singh Kushwaha,Sandeep Joshi,Dilbag Singh,Manjit Kaur,Heung-No Lee,,,"Department of Computer Science and Engineering, Manipal University Jaipur, Jaipur, India","School of Electrical Engineering and Computer Science, Gwangju Institute of Science and Technology, Gwangju, South Korea",,,,,,South Korea,India,,,,,,2022,January,IEEE,10.1109/ACCESS.2021.3140091,2169-3536,Q1,ma.ac.fstt.scrapingwithselenium.models.ArticleDetails
655a6a397113e57eea0dff73,Systematic Review of Security Vulnerabilities in Ethereum Blockchain Smart Contract, Smart contracts, Blockchains, Security, Codes, Libraries, Systematics, Programming,Satpal Singh Kushwaha,Sandeep Joshi,Dilbag Singh,Manjit Kaur,Heung-No Lee,,,"Department of Computer Science and Engineering, Manipal University Jaipur, Jaipur, India","School of Electrical Engineering and Computer Science, Gwangju Institute of Science and Technology, Gwangju, South Korea",,,,,,South Korea,India,,,,,,2022,January,IEEE,10.1109/ACCESS.2021.3140091,2169-3536,Q1,ma.ac.fstt.scrapingwithselenium.models.ArticleDetails
655a6a3a7113e57eea0dff74,Transaction Throughput Provisioning Technique for Blockchain-Based Industrial IoT Networks, Blockchain, Throughput, Aging, Real-time systems, Cryptocurrency,,,Fuad Shamieh,Xianbin Wang,Ahmed Refaey Hussein,,,,,"Department of Electrical and Computer Engineering, The University of Western Ontario, London, ON, Canada",,,,,,,Canada,,,,,,,2020,August,IEEE,10.1109/TNSE.2020.3017389,2327-4697,Q2,ma.ac.fstt.scrapingwithselenium.models.ArticleDetails
655a6a4a7113e57eea0dff75,Blockchain-Empowered Multi-Robot Collaboration to Fight COVID-19 and Future Pandemics, Robots, COVID-19, Collaboration, Blockchain, Collision avoidance, Task analysis, Monitoring,S. H. Alsamhi,Brian Lee,,,,,,"Software Research Institute, Athlone Institute of Technology, Athlone, Ireland",,,,,,,Ireland,,,,,,,2020,October,IEEE,10.1109/ACCESS.2020.3032450,2169-3536,Q1,ma.ac.fstt.scrapingwithselenium.models.ArticleDetails
655a6a567113e57eea0dff76,Blockchain-Enabled Approach for Big Data Processing in Edge Computing, Blockchains, Edge computing, Security, Big Data, Protocols, Computer architecture, Internet of Things,Khikmatullo Tulkinbekov,Deok-Hwan Kim,,,,,,"Department of Electrical and Computer Engineering, Inha University, Incheon, South Korea","Department of Electronics Engineering, Inha University, Incheon, South Korea",,,,,,South Korea,,,,,,,2022,March,IEEE,10.1109/JIOT.2022.3160838,2327-4662,Q1,ma.ac.fstt.scrapingwithselenium.models.ArticleDetails
655a6a5a7113e57eea0dff77,Blockchain-Empowered Multi-Robot Collaboration to Fight COVID-19 and Future Pandemics, Robots, COVID-19, Collaboration, Blockchain, Collision avoidance, Task analysis, Monitoring,S. H. Alsamhi,Brian Lee,,,,,,"Software Research Institute, Athlone Institute of Technology, Athlone, Ireland",,,,,,,Ireland,,,,,,,2020,October,IEEE,10.1109/ACCESS.2020.3032450,2169-3536,Q1,ma.ac.fstt.scrapingwithselenium.models.ArticleDetails
655a6a687113e57eea0dff78,A Distributed and Robust Security-Constrained Economic Dispatch Algorithm Based on Blockchain, Blockchain, Optimization, Economics, Technological innovation, Power transmission lines, Mathematical model, Distributed algorithms,Sijie Chen,Ling Zhang,Zheng Yan,Zeyu Shen,,,,"Key Laboratory of Control of Power Transmission and Conversion, Ministry of Education, Shanghai Jiao Tong University, Shanghai, China",,,,,,,China,,,,,,,2021,June,IEEE,10.1109/TPWRS.2021.3086101,1558-0679,,ma.ac.fstt.scrapingwithselenium.models.Article
655a6a747113e57eea0dff79,"Blockchain Storage, Computation Offloading, and User Association for Heterogeneous Cellular Networks", Blockchains, Task analysis, Servers, Computational modeling, 6G mobile communication, Relays, Internet of Things,Yiping Zuo,Shi Jin,Shengli Zhang,,,,,"National Mobile Communications Research Laboratory, Southeast University, Nanjing, China","College of Information Engineering, Shenzhen University, Shenzhen, China",,,,,,China,,,,,,,2021,September,IEEE,10.1109/JIOT.2021.3113366,2327-4662,Q1,ma.ac.fstt.scrapingwithselenium.models.ArticleDetails
655a6a787113e57eea0dff7a,A Distributed and Robust Security-Constrained Economic Dispatch Algorithm Based on Blockchain, Blockchain, Optimization, Economics, Technological innovation, Power transmission lines, Mathematical model, Distributed algorithms,Sijie Chen,Ling Zhang,Zheng Yan,Zeyu Shen,,,,"Key Laboratory of Control of Power Transmission and Conversion, Ministry of Education, Shanghai Jiao Tong University, Shanghai, China",,,,,,,China,,,,,,,2021,June,IEEE,10.1109/TPWRS.2021.3086101,1558-0679,,ma.ac.fstt.scrapingwithselenium.models.Article
655a6a877113e57eea0dff7b,A Survey on Privacy-Preserving Blockchain Systems (PPBS) and a Novel PPBS-Based Framework for Smart Agriculture, Blockchains, Privacy, Bitcoin, Smart contracts, Peer-to-peer computing, Data privacy, Consensus algorithm,Quang Nhat Tran,Benjamin P. Turnbull,Hao-Tian Wu,A. J. S. de Silva,Katerina Kormusheva,Jiankun Hu,,"School of Computer Science and Engineering, South China University of Technology, Guangzhou, China","Telsoft Limited, Canberra, Australia","UNSW Canberra, The University of New South Wales, Canberra, ACT, Australia",,,,,China,Australia,,,,,,2021,January,IEEE,10.1109/OJCS.2021.3053032,2644-1268,,ma.ac.fstt.scrapingwithselenium.models.Article
655a6a937113e57eea0dff7c,Blockchain for Secure-GaS: Blockchain-Powered Secure Natural Gas IoT System With AI-Enabled Gas Prediction and Transaction in Smart City, Natural gas, Contracts, Data models, Monitoring, Internet of Things, Smart cities,,Wenjing Xiao,Chen Liu,Haoquan Wang,Ming Zhou,M. Shamim Hossain,Mubarak Alrashoud,Ghulam Muhammad,"Chair of Smart Technologies, College of Computer and Information Sciences, King Saud University, Riyadh, Saudi Arabia","Chair of Smart Technologies, King Saud University, Riyadh, Saudi Arabia","Department of Computer Engineering, College of Computer and Information Sciences, King Saud University, Riyadh, Saudi Arabia","School of Business, Trinity Western University, Langley, Canada","Coinchain Capital Inc., Richmond, Canada","Institute of New Energy, Wuhan, China","School of Computer Science and Technology, Huazhong University of Science and Technology, Wuhan, China",Saudi Arabia,Canada,China,,,,,2020,October,IEEE,10.1109/JIOT.2020.3028773,2327-4662,Q1,ma.ac.fstt.scrapingwithselenium.models.ArticleDetails
655a6a977113e57eea0dff7d,A Survey on Privacy-Preserving Blockchain Systems (PPBS) and a Novel PPBS-Based Framework for Smart Agriculture, Blockchains, Privacy, Bitcoin, Smart contracts, Peer-to-peer computing, Data privacy, Consensus algorithm,Quang Nhat Tran,Benjamin P. Turnbull,Hao-Tian Wu,A. J. S. de Silva,Katerina Kormusheva,Jiankun Hu,,"School of Computer Science and Engineering, South China University of Technology, Guangzhou, China","Telsoft Limited, Canberra, Australia","UNSW Canberra, The University of New South Wales, Canberra, ACT, Australia",,,,,China,Australia,,,,,,2021,January,IEEE,10.1109/OJCS.2021.3053032,2644-1268,,ma.ac.fstt.scrapingwithselenium.models.Article
655a6aa57113e57eea0dff7e,Crypto Pharmacy – Digital Medicine: A Mobile Application Integrated With Hybrid Blockchain to Tackle the Issues in Pharma Supply Chain, Blockchains, Supply chains, Distributed ledger, Drugs, Mobile applications, Nanoelectromechanical systems, Monitoring,Ganesan Subramanian,Anand Sreekantan Thampy,Nnamdi Valbosco Ugwuoke,Baghwan Ramnani,,,,"School of Engineering & IT, Manipal Academy of Higher Education, Dubai, UAE","Intel Innovation Center, Dubai, UAE","Centre for Nanotechnology Research, Vellore Institute of Technology, Vellore, India","School of Electronics Engineering, Vellore Institute of Technology, Vellore, India",,,,Morocco,India,,,,,,2021,January,IEEE,10.1109/OJCS.2021.3049330,2644-1268,,ma.ac.fstt.scrapingwithselenium.models.Article
655a6ab17113e57eea0dff7f,Systematic Review of Security Vulnerabilities in Ethereum Blockchain Smart Contract, Smart contracts, Blockchains, Security, Codes, Libraries, Systematics, Programming,Satpal Singh Kushwaha,Sandeep Joshi,Dilbag Singh,Manjit Kaur,Heung-No Lee,,,"Department of Computer Science and Engineering, Manipal University Jaipur, Jaipur, India","School of Electrical Engineering and Computer Science, Gwangju Institute of Science and Technology, Gwangju, South Korea",,,,,,South Korea,India,,,,,,2022,January,IEEE,10.1109/ACCESS.2021.3140091,2169-3536,Q1,ma.ac.fstt.scrapingwithselenium.models.ArticleDetails
655a6ab57113e57eea0dff80,Crypto Pharmacy – Digital Medicine: A Mobile Application Integrated With Hybrid Blockchain to Tackle the Issues in Pharma Supply Chain, Blockchains, Supply chains, Distributed ledger, Drugs, Mobile applications, Nanoelectromechanical systems, Monitoring,Ganesan Subramanian,Anand Sreekantan Thampy,Nnamdi Valbosco Ugwuoke,Baghwan Ramnani,,,,"School of Engineering & IT, Manipal Academy of Higher Education, Dubai, UAE","Intel Innovation Center, Dubai, UAE","Centre for Nanotechnology Research, Vellore Institute of Technology, Vellore, India","School of Electronics Engineering, Vellore Institute of Technology, Vellore, India",,,,Morocco,India,,,,,,2021,January,IEEE,10.1109/OJCS.2021.3049330,2644-1268,,ma.ac.fstt.scrapingwithselenium.models.Article
655a6ac37113e57eea0dff81,Hierarchical Blockchain Design for Distributed Control and Energy Trading Within Microgrids, Blockchains, Microgrids, Peer-to-peer computing, Decentralized control, Pricing, Smart contracts, Game theory,Jiawei Yang,Jiahong Dai,Hoay Beng Gooi,Hung Dinh Nguyen,Ping Wang,,,"School of Electrical and Electronic Engineering, Nanyang Technological University, Singapore","School of Electrical and Electronics Engineering, Nanyang Technological University, Singapore","Department of Electrical Engineering and Computer Science, York University, Toronto, ON, Canada","Department of EEE, Nanyang Technological University, Singapore",,,,Canada,Singapore,,,,,,2022,February,IEEE,10.1109/TSG.2022.3153693,1949-3061,,ma.ac.fstt.scrapingwithselenium.models.Article
655a6ad07113e57eea0dff82,Blockchain-Empowered Multi-Robot Collaboration to Fight COVID-19 and Future Pandemics, Robots, COVID-19, Collaboration, Blockchain, Collision avoidance, Task analysis, Monitoring,S. H. Alsamhi,Brian Lee,,,,,,"Software Research Institute, Athlone Institute of Technology, Athlone, Ireland",,,,,,,Ireland,,,,,,,2020,October,IEEE,10.1109/ACCESS.2020.3032450,2169-3536,Q1,ma.ac.fstt.scrapingwithselenium.models.ArticleDetails
655a6ad37113e57eea0dff83,Hierarchical Blockchain Design for Distributed Control and Energy Trading Within Microgrids, Blockchains, Microgrids, Peer-to-peer computing, Decentralized control, Pricing, Smart contracts, Game theory,Jiawei Yang,Jiahong Dai,Hoay Beng Gooi,Hung Dinh Nguyen,Ping Wang,,,"School of Electrical and Electronic Engineering, Nanyang Technological University, Singapore","School of Electrical and Electronics Engineering, Nanyang Technological University, Singapore","Department of Electrical Engineering and Computer Science, York University, Toronto, ON, Canada","Department of EEE, Nanyang Technological University, Singapore",,,,Canada,Singapore,,,,,,2022,February,IEEE,10.1109/TSG.2022.3153693,1949-3061,,ma.ac.fstt.scrapingwithselenium.models.Article
655a6ae27113e57eea0dff84,Interference-Based Consensus and Transaction Validation Mechanisms for Blockchain-Based Spectrum Management, Blockchain, Radio spectrum management, Interference, Security, Resource management, Distributed databases, 6G mobile communication,Yifei Liang,Cong Lu,Youping Zhao,Chen Sun,,,,"School of Electronics and Information Engineering, Beijing Jiaotong University, Beijing, China","Sony (China) Ltd., Beijing, China",,,,,,China,,,,,,,2021,June,IEEE,10.1109/ACCESS.2021.3091802,2169-3536,Q1,ma.ac.fstt.scrapingwithselenium.models.ArticleDetails
655a6aed7113e57eea0dff85,A Distributed and Robust Security-Constrained Economic Dispatch Algorithm Based on Blockchain, Blockchain, Optimization, Economics, Technological innovation, Power transmission lines, Mathematical model, Distributed algorithms,Sijie Chen,Ling Zhang,Zheng Yan,Zeyu Shen,,,,"Key Laboratory of Control of Power Transmission and Conversion, Ministry of Education, Shanghai Jiao Tong University, Shanghai, China",,,,,,,China,,,,,,,2021,June,IEEE,10.1109/TPWRS.2021.3086101,1558-0679,,ma.ac.fstt.scrapingwithselenium.models.Article
655a6af37113e57eea0dff86,Interference-Based Consensus and Transaction Validation Mechanisms for Blockchain-Based Spectrum Management, Blockchain, Radio spectrum management, Interference, Security, Resource management, Distributed databases, 6G mobile communication,Yifei Liang,Cong Lu,Youping Zhao,Chen Sun,,,,"School of Electronics and Information Engineering, Beijing Jiaotong University, Beijing, China","Sony (China) Ltd., Beijing, China",,,,,,China,,,,,,,2021,June,IEEE,10.1109/ACCESS.2021.3091802,2169-3536,Q1,ma.ac.fstt.scrapingwithselenium.models.ArticleDetails
655a6b027113e57eea0dff87,Distributed Consensus for Blockchains in Internet-of-Things Networks, Wireless networks, Simulation, Buildings, Spread spectrum communication, Interference, Consensus algorithm, Blockchains,Li Yang,Yifei Zou,Minghui Xu,Yicheng Xu,Dongxiao Yu,Xiuzhen Cheng,,"School of Computer Science and Technology, Shandong University, Qingdao, China","Shenzhen Institute of Advanced Technology, Chinese Academy of Sciences, Shenzhen, China",,,,,,China,,,,,,,2022,March,IEEE,10.26599/TST.2021.9010065,1007-0214,Q3,ma.ac.fstt.scrapingwithselenium.models.ArticleDetails
655a6b0d7113e57eea0dff88,A Survey on Privacy-Preserving Blockchain Systems (PPBS) and a Novel PPBS-Based Framework for Smart Agriculture, Blockchains, Privacy, Bitcoin, Smart contracts, Peer-to-peer computing, Data privacy, Consensus algorithm,Quang Nhat Tran,Benjamin P. Turnbull,Hao-Tian Wu,A. J. S. de Silva,Katerina Kormusheva,Jiankun Hu,,"School of Computer Science and Engineering, South China University of Technology, Guangzhou, China","Telsoft Limited, Canberra, Australia","UNSW Canberra, The University of New South Wales, Canberra, ACT, Australia",,,,,China,Australia,,,,,,2021,January,IEEE,10.1109/OJCS.2021.3053032,2644-1268,,ma.ac.fstt.scrapingwithselenium.models.Article
655a6b127113e57eea0dff89,Distributed Consensus for Blockchains in Internet-of-Things Networks, Wireless networks, Simulation, Buildings, Spread spectrum communication, Interference, Consensus algorithm, Blockchains,Li Yang,Yifei Zou,Minghui Xu,Yicheng Xu,Dongxiao Yu,Xiuzhen Cheng,,"School of Computer Science and Technology, Shandong University, Qingdao, China","Shenzhen Institute of Advanced Technology, Chinese Academy of Sciences, Shenzhen, China",,,,,,China,,,,,,,2022,March,IEEE,10.26599/TST.2021.9010065,1007-0214,Q3,ma.ac.fstt.scrapingwithselenium.models.ArticleDetails
655a6b227113e57eea0dff8a,DS2PM: A Data-Sharing Privacy Protection Model Based on Blockchain and Federated Learning, Blockchains, Data privacy, Data models, Internet of Things, Cloud computing, Computational modeling, Collaborative work,Yanru Chen,Jingpeng Li,Fan Wang,Kaifeng Yue,Yang Li,Bin Xing,Lei Zhang,"Chongqing Innovation Center of Industrial Big-Data Company Ltd., Chongqing, China","Science and Technology on Security Communication Laboratory, Institute of Southwestern Communication, Chengdu, China","College of Computer Science, Sichuan University, Chengdu, China",,,,,China,,,,,,,2021,December,IEEE,10.1109/JIOT.2021.3134755,2327-4662,Q1,ma.ac.fstt.scrapingwithselenium.models.ArticleDetails
655a6b2c7113e57eea0dff8b,Crypto Pharmacy – Digital Medicine: A Mobile Application Integrated With Hybrid Blockchain to Tackle the Issues in Pharma Supply Chain, Blockchains, Supply chains, Distributed ledger, Drugs, Mobile applications, Nanoelectromechanical systems, Monitoring,Ganesan Subramanian,Anand Sreekantan Thampy,Nnamdi Valbosco Ugwuoke,Baghwan Ramnani,,,,"School of Engineering & IT, Manipal Academy of Higher Education, Dubai, UAE","Intel Innovation Center, Dubai, UAE","Centre for Nanotechnology Research, Vellore Institute of Technology, Vellore, India","School of Electronics Engineering, Vellore Institute of Technology, Vellore, India",,,,Morocco,India,,,,,,2021,January,IEEE,10.1109/OJCS.2021.3049330,2644-1268,,ma.ac.fstt.scrapingwithselenium.models.Article
655a6b327113e57eea0dff8c,DS2PM: A Data-Sharing Privacy Protection Model Based on Blockchain and Federated Learning,,,,,,,,Yanru Chen,Jingpeng Li,Fan Wang,Kaifeng Yue,Yang Li,Bin Xing,Lei Zhang,"Chongqing Innovation Center of Industrial Big-Data Company Ltd., Chongqing, China","Science and Technology on Security Communication Laboratory, Institute of Southwestern Communication, Chengdu, China","College of Computer Science, Sichuan University, Chengdu, China",,,,,China,,,,,,,2021,December,IEEE,10.1109/JIOT.2021.3134755,2327-4662,Q1,ma.ac.fstt.scrapingwithselenium.models.ArticleDetails
655a6b437113e57eea0dff8d,Blockchain in Big Data Security for Intelligent Transportation With 6G, Logistics, Blockchains, Transportation, Security, Companies, Supply chains, Industries,Zhili Zhou,Meimin Wang,Jingwang Huang,Shengliang Lin,Zhihan Lv,,,"Engineering Research Center of Digital Forensics, Ministry of Education, School of Computer and Software, Nanjing University of Information Science and Technology, Nanjing, China","School of Journalism and Communication, Jinan University, Guangzhou, China","School of Data Science and Software Engineering, Qingdao University, Qingdao, China",,,,,China,,,,,,,2021,September,IEEE,10.1109/TITS.2021.3107011,1558-0016,Q2,ma.ac.fstt.scrapingwithselenium.models.ArticleDetails
655a6b4f7113e57eea0dff8e,Hierarchical Blockchain Design for Distributed Control and Energy Trading Within Microgrids, Blockchains, Microgrids, Peer-to-peer computing, Decentralized control, Pricing, Smart contracts, Game theory,Jiawei Yang,Jiahong Dai,Hoay Beng Gooi,Hung Dinh Nguyen,Ping Wang,,,"School of Electrical and Electronic Engineering, Nanyang Technological University, Singapore","School of Electrical and Electronics Engineering, Nanyang Technological University, Singapore","Department of Electrical Engineering and Computer Science, York University, Toronto, ON, Canada","Department of EEE, Nanyang Technological University, Singapore",,,,Canada,Singapore,,,,,,2022,February,IEEE,10.1109/TSG.2022.3153693,1949-3061,,ma.ac.fstt.scrapingwithselenium.models.Article
655a6b527113e57eea0dff8f,Blockchain in Big Data Security for Intelligent Transportation With 6G,,,,,,,,Zhili Zhou,Meimin Wang,Jingwang Huang,Shengliang Lin,Zhihan Lv,,,"Engineering Research Center of Digital Forensics, Ministry of Education, School of Computer and Software, Nanjing University of Information Science and Technology, Nanjing, China","School of Journalism and Communication, Jinan University, Guangzhou, China","School of Data Science and Software Engineering, Qingdao University, Qingdao, China",,,,,China,,,,,,,2021,September,IEEE,10.1109/TITS.2021.3107011,1558-0016,Q2,ma.ac.fstt.scrapingwithselenium.models.ArticleDetails
655a6b607113e57eea0dff90,Secure Decentralized Attribute-Based Sharing of Personal Health Records With Blockchain, Blockchains, Encryption, Cryptography, Smart contracts, Servers, Internet of Things, Cloud computing,Leyou Zhang,Tianshuai Zhang,Qing Wu,Yi Mu,Fatemeh Rezaeibagha,,,"Institute of Data Science, City University of Macau, Macau, China","Discipline of Information Technology, Mathematics and Statistics, Murdoch University, Perth, WA, Australia","School of Automation, Xi’an University of Posts and Communications, Xi’an, China","School of Mathematics and Statistics, Xidian University, Xi’an, China",,,,China,Australia,,,,,,2021,December,IEEE,10.1109/JIOT.2021.3137240,2327-4662,Q1,ma.ac.fstt.scrapingwithselenium.models.ArticleDetails
655a6b6f7113e57eea0dff91,Interference-Based Consensus and Transaction Validation Mechanisms for Blockchain-Based Spectrum Management, Blockchain, Radio spectrum management, Interference, Security, Resource management, Distributed databases, 6G mobile communication,Yifei Liang,Cong Lu,Youping Zhao,Chen Sun,,,,"School of Electronics and Information Engineering, Beijing Jiaotong University, Beijing, China","Sony (China) Ltd., Beijing, China",,,,,,China,,,,,,,2021,June,IEEE,10.1109/ACCESS.2021.3091802,2169-3536,Q1,ma.ac.fstt.scrapingwithselenium.models.ArticleDetails
655a6b717113e57eea0dff92,Secure Decentralized Attribute-Based Sharing of Personal Health Records With Blockchain, Blockchains, Encryption, Cryptography, Smart contracts, Servers, Internet of Things, Cloud computing,Leyou Zhang,Tianshuai Zhang,Qing Wu,Yi Mu,Fatemeh Rezaeibagha,,,"Institute of Data Science, City University of Macau, Macau, China","Discipline of Information Technology, Mathematics and Statistics, Murdoch University, Perth, WA, Australia","School of Automation, Xi’an University of Posts and Communications, Xi’an, China","School of Mathematics and Statistics, Xidian University, Xi’an, China",,,,China,Australia,,,,,,2021,December,IEEE,10.1109/JIOT.2021.3137240,2327-4662,Q1,ma.ac.fstt.scrapingwithselenium.models.ArticleDetails
